,name,username,description,location,followers,numberstatuses,time,tweets,wordlist,word_count,sentiment_label,sentiment_score
3870,Salahuddin Ayubi,mobi_ayubi,"Journalist, specialize in ongoing war against terrorism.Retweet is not endorsement.",,739,6824,2/10/2016 22:25,RT @RamiAlLolah: #Russia|n intervention in #Syria has a bright side though.. https://t.co/BDM7RbZOiJ,"['side', '', 'bright', 'ramiallolah', 'intervention', 'though']",100,POS,0.5269915461540222
3903,Ibni Haneefah,_IshfaqAhmad,Medico at GMC Srinagar • Pro-Khilafah • Anti-Democratic • Anti-Nationalistic • Anti-Rafidah • Innocent Bystander of the Conflict in Middle East • Cricketist •,اُمتِ مُسلمہ ولایت کشمیر,1387,12529,2/11/2016 1:29,"@9a9b3a710bfb47e @altarefe_en subhanallah, alhamdulillah, Allah u Akbar","['subhanallah', 'altarefeen', 'alhamdulillah', 'ababfbe', 'allah', 'akbar', 'u']",71,POS,0.9155519008636475
4037,Bill KillCoconut,Uncle_SamCoco,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA",United States,1282,2483,2/11/2016 18:43,"Hahahhahahahahhahahahahhahaha

https://t.co/DkvXaWX984",['hahahhahahahahhahahahahhahaha'],54,POS,0.4913807809352875
4071,Bill KillCoconut,Uncle_SamCoco,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA",United States,1282,2483,2/11/2016 20:59,@David_Cooks_ ahahahhahaha this was the Profil picture of @blackglass_18 .,"['ahahahhahaha', 'blackglass', 'davidcooks', 'picture', 'profil']",74,POS,0.5993860960006714
4080,Bill KillCoconut,Uncle_SamCoco,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA",United States,1282,2483,2/11/2016 21:23,@bomber___cat from which movie/serie come the picture in the left ? By the way welcome back .,"['way', 'welcome', 'left', 'back', 'bombercat', 'movieserie', 'picture', 'come']",93,POS,0.9457845687866211
4085,Abdus Mujahid,AbdusMujahid149,,Don't need to know,44,51,2/11/2016 21:33,"VIDEO: Turkish forces celebrating in the Kurdish majority city Cizre, after declaring “success” - @ikrambalekani7 
https://t.co/gwPEmkVOA7","['ikrambalekani', 'city', 'video', 'celebrating', 'kurdish', 'cizre', 'success', 'turkish', 'majority', 'force', 'declaring']",138,POS,0.8809353113174438
4093,Abu Humayra,abuhumayra4,‏إِنَّ صَلَاتِي وَنُسُكِي وَمَحْيَايَ وَمَمَاتِي لِلَّهِ رَبِّ الْعَالَمِينَ,Among The Muslims,190,182,2/11/2016 21:51,RT @BanatulUmmah: #BooksForSisters campaign was successful and we have received a huge response from the Ummah. #MuslimPrisoners https://t.…,"['', 'ummah', 'huge', 'campaign', 'received', 'successful', 'banatulummah', 'response']",140,POS,0.8989577293395996
4116,Bill KillCoconut,Uncle_SamCoco,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA",United States,1282,2483,2/11/2016 23:46,"@RamiAlLolah  firework to welcome them , hmmm ...","['firework', 'welcome', 'hmmm', 'ramiallolah']",49,POS,0.8832486271858215
4135,Ibni Haneefah,_IshfaqAhmad,Medico at GMC Srinagar • Pro-Khilafah • Anti-Democratic • Anti-Nationalistic • Anti-Rafidah • Innocent Bystander of the Conflict in Middle East • Cricketist •,اُمتِ مُسلمہ ولایت کشمیر,1387,12529,2/12/2016 2:04,"@lightpenetrated forefathers of these royals were good, helped Muhammad bin Abdul Wahab in propagating tawheed","['lightpenetrated', 'helped', 'bin', 'abdul', 'muhammad', 'forefather', 'royal', 'wahab', 'propagating', 'good', 'tawheed']",110,POS,0.6806561946868896
4138,Ibni Haneefah,_IshfaqAhmad,Medico at GMC Srinagar • Pro-Khilafah • Anti-Democratic • Anti-Nationalistic • Anti-Rafidah • Innocent Bystander of the Conflict in Middle East • Cricketist •,اُمتِ مُسلمہ ولایت کشمیر,1387,12529,2/12/2016 2:12,"NZ all out in 48 overs, they thought it's an ODI, but no worry it's a green top, &amp; NZ have great bowlers for green tops. #NZvAUS","['', 'thought', 'over', 'green', 'nz', 'worry', 'amp', 'great', 'odi', 'top', 'bowler']",132,POS,0.8510890007019043
4190,Rami,RamiAlLolah,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",Read my blog,28871,16838,2/12/2016 10:45,I am still laughing here.. #Obama #USA #Syria,"['', 'laughing', 'still']",45,POS,0.7897756099700928
4192,Rami,RamiAlLolah,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",Read my blog,28871,16838,2/12/2016 11:01,#Russia's peace envoys to #Darayya #Damascus today.. #Syria https://t.co/oNu6wqozp8,"['', 'envoy', 'today', 'peace']",83,POS,0.6648449897766113
4199,Abdus Mujahid,AbdusMujahid149,,Don't need to know,44,51,2/12/2016 12:10,#Russia's peace envoys to #Darayya #Damascus today.. #Syria https://t.co/GJfcsPphRU,"['', 'envoy', 'today', 'peace']",83,POS,0.6648449897766113
4269,Abu Muhammad Ashami,06230550_IS,"■ RTs are not Endorsements

■ Changed Kunya

☆Plata O Pomo","England, United Kingdom",73,31,2/12/2016 19:10,"RT @Jazrawi_Abyan: Islamic State
Wilaya Halab
Message to the beloved people of Halab
#حلب 
#أعزاز 
https://t.co/a0OMObkCqS https://t.co/do2…","['', 'halab#', 'jazrawiabyan', 'people', 'beloved', 'islamic', 'halabmessage', 'statewilaya']",140,POS,0.8325717449188232
4271,Bill KillCoconut,Uncle_SamCoco,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA",United States,1282,2483,2/12/2016 19:16,@arabianofelix Awesome thanks for sharing,"['sharing', 'arabianofelix', 'awesome', 'thanks']",41,POS,0.9885110855102539
4296,PROPHET'S KHILĀFA,Battar_English,,,137,148,2/12/2016 20:02,"By the Lord of Muhammad (blessings and peace be upon him) The nation of jihād and martyrdom can never be defeated
#Caliphate_News #DemDebate","['', 'jihd', 'peace', 'martyrdom', 'muhammad', 'never', 'lord', 'defeated#caliphatenews', 'nation', 'upon', 'blessing']",140,POS,0.8556937575340271
4302,Bill KillCoconut,Uncle_SamCoco,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA",United States,1282,2483,2/12/2016 20:06,"""ISIS"" connecting people ?

https://t.co/ABJ6k7vs1y","['connecting', 'isi', 'people']",51,POS,0.7205005884170532
4314,Bill KillCoconut,Uncle_SamCoco,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA",United States,1282,2483,2/12/2016 20:54,"With no suprise there is some democratic countries which defend human rights.

https://t.co/KrWk8gY0Z9","['suprise', 'right', 'human', 'democratic', 'defend', 'country']",102,POS,0.7000631093978882
4320,Bill KillCoconut,Uncle_SamCoco,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA",United States,1282,2483,2/12/2016 21:49,"Hahhahahhahahahahahhahahahahahha excellentissime 

https://t.co/OXZd9My0uP","['excellentissime', 'hahhahahhahahahahahhahahahahahha']",74,POS,0.5922384858131409
4325,PROPHET'S KHILĀFA,Battar_English,,,137,148,2/13/2016 0:38,"بسم الله الرحمن الرحيم
In the name of Allah, the Most Gracious, the Most Merciful...
Friday February 12, 16 AD
3rd Jamadi Ul Awwal 1437 A.H","['gracious', 'february', 'name', 'adrd', 'ah', 'mercifulfriday', 'allah', 'jamadi', 'awwal', 'ul']",139,POS,0.7601338624954224
4369,Mohamed Naseem,NaseemAhmed50,"Journalist ,Seeking and spreading the truth.",Male'. Maldives.,2137,5027,2/13/2016 7:35,My best RTs this week came from: @dhivehistan @NaserElDawla @darulhijrateyni @Bedouin127 #thankSAll Who were yours? https://t.co/81yvekj6jC,"['bedouin', '', 'came', 'best', 'nasereldawla', 'rts', 'darulhijrateyni', 'dhivehistan', 'week']",139,POS,0.9157897233963013
4395,Abu Humayra,abuhumayra4,‏إِنَّ صَلَاتِي وَنُسُكِي وَمَحْيَايَ وَمَمَاتِي لِلَّهِ رَبِّ الْعَالَمِينَ,Among The Muslims,222,212,2/14/2016 7:12,RT @212lovelyflower: Celebrating Valentine's Day is an act of Kufr. May Allah protect is from imitating the kuffar.,"['act', 'day', 'celebrating', 'valentine', 'imitating', 'lovelyflower', 'allah', 'protect', 'may', 'kuffar', 'kufr']",115,POS,0.9805182218551636
4423,Rain Qattal,1515Ummah,"21:15 For they fled from the Swords, from the drawn Sword and from the bent Bow and from the grievousness of War #VictoryOrShahadat #FreeKashmir #FreePalestina","Punch, Jammu And Kashmir",214,169,2/15/2016 21:44,Alhumdullilah #ISIS  https://t.co/wllv2W9Tg7,"['', 'alhumdullilah']",44,POS,0.8112000226974487
4499,War BreakingNews,warrnews,we provide fresh news from every battlefield,world,7071,6458,2/16/2016 18:46,Syrian Civil Def. Heroes tries to make Children happy in #Syria with gifts. https://t.co/wWmvYvWcUd,"['', 'def', 'happy', 'syrian', 'child', 'hero', 'civil', 'try', 'make', 'gift']",99,POS,0.9825647473335266
4551,Salahuddin Ayubi,mobi_ayubi,"Journalist, specialize in ongoing war against terrorism.Retweet is not endorsement.",,756,6865,2/16/2016 22:12,"RT @TechChef_Inc: Is your business ready to go mobile?
#TechChef will help you to transform your business into an app.
#JoinRevolution http…","['ready', 'techchefinc', 'go', 'help', 'transform', 'http', 'mobile#techchef', 'app#joinrevolution', 'business']",140,POS,0.8771764039993286
4555,hafnium fulaani,Fidaee_Fulaani,Your friendly brother from Mars. Observing the world since 2001. 28th account,"28th Street, Qamar Precint",479,807,2/17/2016 2:37,"May Allah blessing the Khilafah for organizing this good events, which making the citizens a Hafidh of al-Quran","['citizen', 'organizing', 'hafidh', 'khilafah', 'event', 'allah', 'making', 'may', 'good', 'alquran', 'blessing']",111,POS,0.9683445692062378
4583,hafnium fulaani,Fidaee_Fulaani,Your friendly brother from Mars. Observing the world since 2001. 28th account,"28th Street, Qamar Precint",479,807,2/17/2016 5:13,"@Fidaee_Fulaani this is the promise of Allah, and He will always helping those who strive to make His words utmost!","['always', 'helping', 'utmost', 'strive', 'word', 'allah', 'make', 'promise', 'fidaeefulaani']",115,POS,0.9400922060012817
4588,hafnium fulaani,Fidaee_Fulaani,Your friendly brother from Mars. Observing the world since 2001. 28th account,"28th Street, Qamar Precint",479,807,2/17/2016 9:06,"RT @__aldente__: The state of Tel Rifaat today, 

PKK rejoices: ""For the 1st time there is no Athan for Fajr Salah in Tel Rifaat"" https://t…","['rejoices', 'aldente', 'time', 'athan', 'st', 'fajr', 'rifaat', 'tel', 'today', 'state', 'salah', 'pkk']",140,POS,0.5939133763313293
4594,Maghrabi Arabie,MaghrabiArabi,"I'm not a terrorist , just an Islamic Analyst watching events in the ME. Not affiliated with IS or AlQaeda",Dunya,178,638,2/17/2016 9:40,@sayed_ridha @EPlC21 Its better for them with #ISIS.they will give them work good food home to sleep with there families.,"['', 'food', 'work', 'home', 'eplc', 'sleep', 'give', 'better', 'sayedridha', 'good', 'family']",121,POS,0.9881229996681213
4623,hafnium fulaani,Fidaee_Fulaani,Your friendly brother from Mars. Observing the world since 2001. 28th account,"28th Street, Qamar Precint",479,807,2/17/2016 17:01,"Now what uncircumsized old geezer? Met Hollywood to make film on ISIS? 

al-Furqan and al-Hayat is good from them. https://t.co/384PBeSmNz","['old', 'hollywood', 'isi', 'film', 'met', 'alfurqan', 'make', 'alhayat', 'good', 'uncircumsized', 'geezer']",138,POS,0.9437927007675171
4664,hafnium fulaani,Fidaee_Fulaani,Your friendly brother from Mars. Observing the world since 2001. 28th account,"28th Street, Qamar Precint",479,807,2/17/2016 19:34,@NasefElKufr @hasnabubakr2 yep. Do follow him for good thought.,"['thought', 'nasefelkufr', 'follow', 'hasnabubakr', 'yep', 'good']",63,POS,0.9347406029701233
4699,Maghrabi Arabie,MaghrabiArabi,"I'm not a terrorist , just an Islamic Analyst watching events in the ME. Not affiliated with IS or AlQaeda",Dunya,178,638,2/17/2016 23:25,@malle111elf Salam o alaikoum akhi ibrahim nice to see you back akhi 3ziz,"['see', 'ibrahim', 'ziz', 'salam', 'back', 'akhi', 'malleelf', 'nice', 'alaikoum']",73,POS,0.9093531966209412
4716,hafnium fulaani,Fidaee_Fulaani,Your friendly brother from Mars. Observing the world since 2001. 28th account,"28th Street, Qamar Precint",479,807,2/18/2016 11:59,A good point from our sister... https://t.co/hXGvW3KubX,"['good', 'sister', 'point']",55,POS,0.9703465700149536
4771,Rain Qattal,1515Ummah,"21:15 For they fled from the Swords, from the drawn Sword and from the bent Bow and from the grievousness of War #VictoryOrShahadat #FreeKashmir #FreePalestina","Punch, Jammu And Kashmir",214,169,2/18/2016 19:11,Welcoming the Sahawat if they repent shows that as Sheikh Abu Bakr Baghdadi Is a kind &amp; forgiving leader and all praise is for Allah #ISIS,"['', 'baghdadi', 'amp', 'sahawat', 'welcoming', 'sheikh', 'bakr', 'allah', 'abu', 'leader', 'kind', 'praise', 'repent', 'show', 'forgiving']",142,POS,0.5508610606193542
4773,War BreakingNews,warrnews,we provide fresh news from every battlefield,world,7071,6458,2/18/2016 19:17,@VivaRevolt @JosephWall2 @apollo_next i am pointing out becz you guys are exciting #SDF finishing #ISIS.,"['', 'josephwall', 'exciting', 'apollonext', 'vivarevolt', 'finishing', 'pointing', 'becz', 'guy']",104,POS,0.9143092036247253
4809,راعي البقر جوز الهند,Uncle_SamCoco,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA",United States,1376,2852,2/18/2016 22:15,@bomber___cat ahhahahaha,"['ahhahahaha', 'bombercat']",24,POS,0.509693443775177
4810,راعي البقر جوز الهند,Uncle_SamCoco,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA",United States,1376,2852,2/18/2016 22:19,"@WeaboIsNEET Thanks you brother, May Allah reward you with Firdaws","['reward', 'brother', 'allah', 'weaboisneet', 'thanks', 'may', 'firdaws']",66,POS,0.9005868434906006
4821,راعي البقر جوز الهند,Uncle_SamCoco,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA",United States,1376,2852,2/18/2016 23:31,@LevantineWD @CedricMas @Fiefienix @samahsoula pouahahhahahah,"['levantinewd', 'cedricmas', 'samahsoula', 'fiefienix', 'pouahahhahahah']",61,POS,0.505922257900238
4825,hafnium fulaani,Fidaee_Fulaani,Your friendly brother from Mars. Observing the world since 2001. 28th account,"28th Street, Qamar Precint",479,807,2/18/2016 23:57,"Hooray for ""Tawagheet Coalition""

Malaysia send their special forces for ""Northern Storm"" excercise

 https://t.co/1P1WINvRYd","['hooray', 'send', 'special', 'storm', 'excercise', 'northern', 'tawagheet', 'force', 'coalitionmalaysia']",125,POS,0.7871902585029602
4842,راعي البقر جوز الهند,Uncle_SamCoco,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA",United States,1376,2852,2/19/2016 9:37,"Israel love the ""Axis of Resistance""

https://t.co/mF9iIcHsoG","['israel', 'axis', 'resistance', 'love']",61,POS,0.9235029816627502
4879,hafnium fulaani,Fidaee_Fulaani,Your friendly brother from Mars. Observing the world since 2001. 28th account,"28th Street, Qamar Precint",479,807,2/19/2016 14:38,Remember about a son who his father gave his blessing before martyrdom operations?,"['martyrdom', 'gave', 'son', 'father', 'operation', 'remember', 'blessing']",82,POS,0.5303859710693359
4886,٩ Flames of Haqq,Witness_alHaqq,,,605,115,2/19/2016 14:44,"The Ultimate Pleasure of a Believer on this Earth (Qiyam al-Layl) 
By Sheikh Ahmad Musa Jibril (hafidhahullah)
https://t.co/UEg00gLlpl","['pleasure', 'musa', 'allayl', 'qiyam', 'sheikh', 'ahmad', 'hafidhahullah', 'earth', 'believer', 'ultimate', 'jibril']",134,POS,0.8169813752174377
4909,راعي البقر جوز الهند,Uncle_SamCoco,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA",United States,1376,2852,2/19/2016 16:25,@khanasori147 Yes,"['khanasori', 'yes']",17,POS,0.7238500118255615
4957,راعي البقر جوز الهند,Uncle_SamCoco,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA",United States,1376,2852,2/19/2016 18:12,"@khanasori147 Indeed, I'm still learning thanks you.","['learning', 'im', 'still', 'indeed', 'thanks', 'khanasori']",52,POS,0.9082508683204651
4974,راعي البقر جوز الهند,Uncle_SamCoco,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA",United States,1376,2852,2/19/2016 18:41,@War_Hee_Dheh you are welcome brother,"['brother', 'welcome', 'warheedheh']",37,POS,0.892765462398529
5013,فشرد بهم,ManKhalfahum,وعد من الواحد الاحد، لا يبقى منكم احد,,451,57,2/19/2016 19:43,"If you want worldly happiness, luxury, laughs and to learn how to enjoy life carelessly - this is not the account to follow","['happiness', 'want', 'luxury', 'enjoy', 'life', 'laugh', 'account', 'carelessly', 'follow', 'worldly', 'learn']",123,POS,0.9142392873764038
5015,Maysoon ٤٣,grezz10,طالبة علم الاحياء,"Amsterdam, The Netherlands",21,47,2/19/2016 19:46,"بسم الله
عدت 😬😬😬
Last two accounts suspended-but im back Alhamdulillah https://t.co/g2KdeiqC4c","['alhamdulillah', 'account', 'two', 'im', 'back', 'last', 'suspendedbut']",94,POS,0.7681717276573181
5017,راعي البقر جوز الهند,Uncle_SamCoco,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA",United States,1376,2852,2/19/2016 19:47,@loveconcursall ahahahha,"['loveconcursall', 'ahahahha']",24,POS,0.9860218167304993
5026,راعي البقر جوز الهند,Uncle_SamCoco,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA",United States,1376,2852,2/19/2016 19:59,@Buzzriet Good,"['buzzriet', 'good']",14,POS,0.9534426927566528
5031,Ibni Haneefah,_IshfaqAhmad,Medico at GMC Srinagar • Pro-Khilafah • Anti-Democratic • Anti-Nationalistic • Anti-Rafidah • Innocent Bystander of the Conflict in Middle East • Cricketist •,اُمتِ مُسلمہ ولایت کشمیر,1412,12541,2/19/2016 20:04,"Almost ended on a similar note, if only Wahab Reyaz were as intelligent as Chris Morris.","['similar', 'ended', 'note', 'morris', 'wahab', 'reyaz', 'chris', 'almost', 'intelligent']",88,POS,0.8364210724830627
5040,Maysoon ٤٣,grezz10,طالبة علم الاحياء,"Amsterdam, The Netherlands",21,47,2/19/2016 20:14,Congratulations....u have now 5+ followers 👏👏👏👏 wooohooo,"['follower', 'wooohooo', 'congratulationsu']",56,POS,0.9891906976699829
5061,فشرد بهم,ManKhalfahum,وعد من الواحد الاحد، لا يبقى منكم احد,,451,57,2/19/2016 20:27,"1) Ibn Abbas (May Allah be pleased with him) said:
One day, I was riding behind the Prophet (ﷺ) when he said, ""O boy! I will instruct you..","['said', 'pleased', 'day', 'prophet', 'allah', 'boy', 'abbas', 'instruct', 'may', 'behind', 'ibn', 'saidone', 'riding']",139,POS,0.9343081116676331
5070,Maysoon ٤٣,grezz10,طالبة علم الاحياء,"Amsterdam, The Netherlands",21,47,2/19/2016 20:31,"RT @ManKhalfahum: If you want worldly happiness, luxury, laughs and to learn how to enjoy life carelessly - this is not the account to foll…","['happiness', 'want', 'luxury', 'enjoy', 'life', 'laugh', 'account', 'carelessly', 'foll', 'worldly', 'mankhalfahum', 'learn']",140,POS,0.9326316714286804
5077,Maysoon ٤٣,grezz10,طالبة علم الاحياء,"Amsterdam, The Netherlands",21,47,2/19/2016 20:34,"RT @ManKhalfahum: 1) Ibn Abbas (May Allah be pleased with him) said:
One day, I was riding behind the Prophet (ﷺ) when he said, ""O boy! I w…","['said', 'w', 'pleased', 'day', 'prophet', 'allah', 'boy', 'abbas', 'may', 'behind', 'mankhalfahum', 'ibn', 'saidone', 'riding']",140,POS,0.9199643731117249
5107,Bnt_Mehz,MhzBnt,,,192,96,2/20/2016 7:06,"Prophet Muhammad (saw) Said:
 ""The Strongest Knot Of Iman (Faith) Is To Love For Sake Of الله.""
 ~ Bukhari ~","['said', 'faith', 'strongest', 'sake', 'iman', 'love', 'muhammad', 'prophet', 'bukhari', 'saw', 'knot']",108,POS,0.8225171566009521
5119,Mohamed Naseem,NaseemAhmed50,"Journalist ,Seeking and spreading the truth.",Male'. Maldives.,2144,5054,2/20/2016 7:35,My best RTs this week came from: @dhivehistan @iFayaz @8ALezAllELLAH51 @RoyalWinj #thankSAll Who were yours? https://t.co/81yvekj6jC,"['', 'alezallellah', 'ifayaz', 'came', 'best', 'rts', 'royalwinj', 'dhivehistan', 'week']",132,POS,0.9034225344657898
5124,Maghrabi Arabie,MaghrabiArabi,"I'm not a terrorist , just an Islamic Analyst watching events in the ME. Not affiliated with IS or AlQaeda",Dunya,179,656,2/20/2016 9:21,@Javed_Kayani  Thats the power of islam to give your life for Allah but you ppl will not understand because you ppl love this life.,"['life', 'javedkayani', 'love', 'thats', 'power', 'allah', 'understand', 'give', 'islam', 'ppl']",131,POS,0.9692168831825256
5139,Bnt_Mehz,MhzBnt,,,192,96,2/20/2016 16:54,Our Lord! Grant us good in this world and good in the life to come and keep us safe from the torment of the Fire. #Quran 2:201,"['life', 'torment', '', 'grant', 'safe', 'fire', 'lord', 'world', 'good', 'keep', 'u', 'come']",126,POS,0.7817845940589905
5150,Bnt_Mehz,MhzBnt,,,192,96,2/20/2016 17:20,The Prophet صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ said the most beloved to me is the 1 who has the best character.(bukhari),"['said', 'prophet', 'best', 'beloved', 'characterbukhari']",119,POS,0.8348343968391418
5160,Bnt_Mehz,MhzBnt,,,192,96,2/21/2016 3:18,RT @kayadam15: Assalamu alaykum wa rahmatullahi wa barakatuhu...no shoutouts please just retweet...May Allah reward you with Khair💜 https:/…,"['wa', 'please', 'reward', 'retweetmay', 'barakatuhuno', 'allah', 'alaykum', 'shoutouts', 'kayadam', 'khair', 'assalamu', 'rahmatullahi']",140,POS,0.7036203145980835
5162,Bnt_Mehz,MhzBnt,,,192,96,2/21/2016 3:23,"Happy to see u sis 😊
follow 
@_lionessNaS1ha","['happy', 'follow', 'see', 'u', 'lionessnasha', 'si']",44,POS,0.9870210289955139
5163,Bnt_Mehz,MhzBnt,,,192,96,2/21/2016 3:25,"@_ResilientUkht 
welcome sis 😊","['welcome', 'resilientukht', 'si']",30,POS,0.9092739820480347
5178,Bnt_Mehz,MhzBnt,,,192,96,2/21/2016 11:53,"Put your trust in Allah, certainly, Allah loves those who put their trust (in Him). #Quran 3:159","['', 'trust', 'love', 'put', 'certainly', 'allah']",96,POS,0.9059144854545593
5201,General,ismailmahsud,"Listen! No affiliations, Final year research on conflict studies.Don't suspend Free Thinker| Time Travelling a dream| Against Injustice, Corporations| Fight CO2",S.Wazirstan|Mahsud not a Wazir,626,883,2/21/2016 15:15,Great Investigation in simple ways by brilliant minds. https://t.co/KA94aSGspp,"['simple', 'way', 'brilliant', 'great', 'investigation', 'mind']",78,POS,0.9730014204978943
5222,Abu Humayra,abuhumayra4,‏إِنَّ صَلَاتِي وَنُسُكِي وَمَحْيَايَ وَمَمَاتِي لِلَّهِ رَبِّ الْعَالَمِينَ,Among The Muslims,262,244,2/21/2016 18:12,"Sweet is Revenge,                                Revenge is sweet.                                 What A day its been, Alhamdulillah","['day', 'alhamdulillah', 'sweet', 'revenge']",133,POS,0.7745065689086914
5264,Abu Humayra,abuhumayra4,‏إِنَّ صَلَاتِي وَنُسُكِي وَمَحْيَايَ وَمَمَاتِي لِلَّهِ رَبِّ الْعَالَمِينَ,Among The Muslims,262,244,2/22/2016 19:16,I really hope so https://t.co/BgLvzJIu7u,"['hope', 'really']",40,POS,0.7070700526237488
5332,War BreakingNews,warrnews,we provide fresh news from every battlefield,world,7184,6629,2/23/2016 10:11,@BTelawy as in iraq or other countries they love underground fighting more than direct combat there coming back dosen`t mean retaking cities,"['retaking', 'city', 'love', 'direct', 'coming', 'dosent', 'combat', 'back', 'fighting', 'country', 'underground', 'btelawy', 'mean', 'iraq']",140,POS,0.5708401203155518
5335,Khilafah Superstate,ks48a174031,48 Account,,69,17,2/23/2016 10:53,"Alhamdulillah, back again https://t.co/QQuvz1VU11","['back', 'alhamdulillah']",49,POS,0.8458694815635681
5355,Quantum Fulaani,FidaeeFulaani,Your friendly brother from Mars. Observing the world since 2001. 28th account.,"28th Street, Qamar Precint",352,154,2/23/2016 13:28,"Subhanallah...

The Army of Khilafah in #Khurasan is great. They're following their brothers in other Wilayat https://t.co/BXSUM1h1De","['', 'khilafah', 'wilayat', 'theyre', 'great', 'brother', 'following', 'army', 'subhanallahthe']",133,POS,0.9077519774436951
5356,Quantum Fulaani,FidaeeFulaani,Your friendly brother from Mars. Observing the world since 2001. 28th account.,"28th Street, Qamar Precint",352,154,2/23/2016 13:30,@FidaeeFulaani pretty what Wilayat Khurasan media achieved. Their level of professionalism is going up now.,"['khurasan', 'wilayat', 'professionalism', 'achieved', 'fidaeefulaani', 'medium', 'pretty', 'going', 'level']",107,POS,0.9422225952148438
5359,Khilafah Superstate,ks48a174031,48 Account,,69,17,2/23/2016 13:35,"RT @FidaeeFulaani: Subhanallah...

The Army of Khilafah in #Khurasan is great. They're following their brothers in other Wilayat https://t.…","['', 'khilafah', 'wilayat', 'theyre', 'great', 'brother', 'fidaeefulaani', 'following', 'army', 'subhanallahthe']",140,POS,0.7600275278091431
5372,Asim Abu Merjem,AsimAbuMerjem,"Servant of Allah, in need of Allah's mercy !!!",,839,380,2/23/2016 14:32,RT @Hayder_alKhoei: Al-Qaeda joins US-backed Saudi-led coalition in Yemen. Congratulations. https://t.co/8Y21p78GRi,"['hayderalkhoei', 'yemen', 'usbacked', 'congratulation', 'saudiled', 'coalition', 'alqaeda', 'join']",115,POS,0.88295578956604
5415,Rami,RamiAlLolah,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",Read my blog,30487,17137,2/23/2016 22:55,Significant developments in #Sabratha tonight.. Reports of #ISIS major progress there.. #Libya https://t.co/MbhGJYLCZc,"['', 'significant', 'progress', 'development', 'report', 'tonight', 'major']",118,POS,0.5660706758499146
5447,Abu Humayra,abuhumayra4,‏إِنَّ صَلَاتِي وَنُسُكِي وَمَحْيَايَ وَمَمَاتِي لِلَّهِ رَبِّ الْعَالَمِينَ,Among The Muslims,262,244,2/24/2016 5:56,"RT @TauhidWalHadid: ...They were the best lands in establishing the rites of Islam, the realities of Īmān, and the commanding of good and f…","['f', 'land', 'rite', 'establishing', 'best', 'reality', 'tauhidwalhadid', 'mn', 'islam', 'good', 'commanding']",140,POS,0.7188153266906738
5483,War BreakingNews,warrnews,we provide fresh news from every battlefield,world,7184,6629,2/24/2016 13:11,RT @CedricMas: Interesting Back view of composite device against ATGM made from front.... https://t.co/wOsl56QyqL,"['front', 'made', 'interesting', 'back', 'view', 'composite', 'device', 'atgm', 'cedricmas']",113,POS,0.9202706217765808
