,name,username,description,location,followers,numberstatuses,time,tweets,wordlist,word_count,sentiment_label,sentiment_score
4730,Rami,RamiAlLolah,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",Read my blog,29817,16994,2/18/2016 13:38,Another massacre by the #USA-led Coalition bombardment near #Hasakah: 38 civilians killed (women &amp; children) within 48-hours only.. #Syria,"['', 'woman', 'near', 'killed', 'amp', 'child', 'civilian', 'hour', 'massacre', 'another', 'coalition', 'within', 'bombardment']",142,NEG,0.9734366536140442
4731,hafnium fulaani,Fidaee_Fulaani,Your friendly brother from Mars. Observing the world since 2001. 28th account,"28th Street, Qamar Precint",479,807,2/18/2016 13:50,"YPG is like prostitute, they slept with US and Russia/Assad for their interest.  https://t.co/OjTHQR6a1i","['slept', 'interest', 'russiaassad', 'prostitute', 'ypg', 'u', 'like']",104,NEG,0.8380246758460999
4734,War BreakingNews,warrnews,we provide fresh news from every battlefield,world,7071,6458,2/18/2016 14:09,Iraqi courts sentence 40 people to death for their role in perpetrating the Speicher Massacre https://t.co/msmBZoSBRq,"['court', 'role', 'speicher', 'death', 'people', 'massacre', 'sentence', 'iraqi', 'perpetrating']",117,NEG,0.968847393989563
4735,Rami,RamiAlLolah,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",Read my blog,29817,16994,2/18/2016 14:11,How pathetic &amp; racist! Magazine from #Poland splashed a graphic depiction of the rape of #Europe’s women by migrants https://t.co/btzG08XPAx,"['', 'woman', 'splashed', 'amp', 'depiction', 'pathetic', 'rape', 'graphic', 'migrant', 'magazine', 'racist']",144,NEG,0.9704020023345947
4738,Rami,RamiAlLolah,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",Read my blog,29817,16994,2/18/2016 14:52,#BreakingNews Massive explosion rocked eastern parts of #Qamishli near #Turkey borders.. #Syria,"['', 'near', 'border', 'massive', 'rocked', 'part', 'eastern', 'explosion']",95,NEG,0.6008516550064087
4740,Rami,RamiAlLolah,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",Read my blog,29817,16994,2/18/2016 15:03,#BreakingNews Three #Turkey artillery rounds just hit #YPG terror group positions in border town Ras al-Ayn.. #Hasakah #Syria #TwitterKurds,"['', 'three', 'group', 'border', 'town', 'terror', 'hit', 'alayn', 'round', 'position', 'ra', 'artillery']",139,NEG,0.8739367127418518
4741,War BreakingNews,warrnews,we provide fresh news from every battlefield,world,7071,6458,2/18/2016 15:05,"Breaking 

Two Israelis wounded, 1 seriously, in stabbing attack in Shaar Binyamin, 2 Palestinian attacker shot","['shaar', 'wounded', 'palestinian', 'stabbing', 'breaking', 'two', 'israeli', 'seriously', 'attack', 'shot', 'binyamin', 'attacker']",111,NEG,0.9516943693161011
4742,War BreakingNews,warrnews,we provide fresh news from every battlefield,world,7071,6458,2/18/2016 15:13,2 Jews injured... One seriously after 2 Palestinan stabbed them... 2 attacker shot dead,"['jew', 'stabbed', 'injured', 'dead', 'seriously', 'shot', 'palestinan', 'attacker', 'one']",87,NEG,0.9619760513305664
4745,Rain Qattal,1515Ummah,"21:15 For they fled from the Swords, from the drawn Sword and from the bent Bow and from the grievousness of War #VictoryOrShahadat #FreeKashmir #FreePalestina","Punch, Jammu And Kashmir",214,169,2/18/2016 15:26,"RT @Conflicts: At least 38 killed in U.S.-led strikes in Syria's Hasaka over 48 hours to support SDF/YPG: monitor - Reuters

https://t.co/n…","['hasaka', 'least', 'killed', 'sdfypg', 'conflict', 'reuters', 'usled', 'syria', 'support', 'strike', 'hour', 'monitor']",140,NEG,0.5994920134544373
4747,Rain Qattal,1515Ummah,"21:15 For they fled from the Swords, from the drawn Sword and from the bent Bow and from the grievousness of War #VictoryOrShahadat #FreeKashmir #FreePalestina","Punch, Jammu And Kashmir",214,169,2/18/2016 15:27,"RT @jhfvdh105: Aamaq:
Wesam Sweidan, captured on 25th Jan 2016, convicted of spying for the Iraqi regime executed in #Fallujah. #IS
https:/…","['', 'captured', 'sweidan', 'aamaqwesam', 'th', 'jhfvdh', 'jan', 'spying', 'executed', 'regime', 'iraqi', 'convicted']",140,NEG,0.9391793608665466
4753,War BreakingNews,warrnews,we provide fresh news from every battlefield,world,7071,6458,2/18/2016 17:26,One of the 2 Stabbed jews killed today cause of his wounds. Stabbed in Shar Binyamin in a supermarket. He was 21yr. Old.,"['old', 'jew', 'shar', 'stabbed', 'killed', 'wound', 'yr', 'supermarket', 'binyamin', 'cause', 'today', 'one']",120,NEG,0.9623751044273376
4754,War BreakingNews,warrnews,we provide fresh news from every battlefield,world,7071,6458,2/18/2016 17:28,One of ballistic missile. Bombed by #Russian barges on the city of #Azaz In the countryside of #Aleppo... https://t.co/Pd6mWhEkv5,"['missile', 'barge', '', 'city', 'countryside', 'one', 'bombed', 'ballistic']",129,NEG,0.7435609698295593
4757,War BreakingNews,warrnews,we provide fresh news from every battlefield,world,7071,6458,2/18/2016 18:12,@VivaRevolt why don`t you report usa air strikes killing civilians in #hassaka ? due to your secret love with #PKK ?,"['', 'dont', 'due', 'love', 'usa', 'air', 'civilian', 'vivarevolt', 'secret', 'killing', 'report', 'strike']",116,NEG,0.9794624447822571
4762,Ibni Haneefah,_IshfaqAhmad,Medico at GMC Srinagar • Pro-Khilafah • Anti-Democratic • Anti-Nationalistic • Anti-Rafidah • Innocent Bystander of the Conflict in Middle East • Cricketist •,اُمتِ مُسلمہ ولایت کشمیر,1412,12541,2/18/2016 18:31,"RT @Saj_PakPassion: Viv Richards ""during the time of our dominance, only team that would give us problems was Pakistan, led by the great Im…","['time', 'viv', 'team', 'dominance', 'would', 'led', 'great', 'problem', 'im', 'give', 'richards', 'pakistan', 'sajpakpassion', 'u']",140,NEG,0.5546830892562866
4766,Rami,RamiAlLolah,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",Read my blog,29817,16994,2/18/2016 18:54,Graphic! The kind of massive rockets #Russia war criminals are throwing day &amp; night on #Syria|n children these days https://t.co/qLAxPIZdUk,"['', 'war', 'rocket', 'day', 'amp', 'child', 'massive', 'graphic', 'criminal', 'kind', 'night', 'throwing']",143,NEG,0.887691080570221
4767,Rami,RamiAlLolah,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",Read my blog,29817,16994,2/18/2016 18:55,#BreakingNews #Russia|n drone downed near #Syria|n #Turkey borders..,"['', 'near', 'border', 'drone', 'downed']",68,NEG,0.7320100665092468
4768,War BreakingNews,warrnews,we provide fresh news from every battlefield,world,7071,6458,2/18/2016 19:01,#YPG claims the death of 7 of their Fighters killed today by #ISIS in #Hassakah. https://t.co/2vScvFLJvz,"['', 'killed', 'death', 'claim', 'fighter', 'today']",104,NEG,0.9537845849990845
4772,War BreakingNews,warrnews,we provide fresh news from every battlefield,world,7071,6458,2/18/2016 19:11,@VivaRevolt @JosephWall2 @apollo_next i think pkk isn`t worst than made in Pentagon Sahwaat al iraq. what isis faced in iraq,"['josephwall', 'worst', 'pentagon', 'made', 'faced', 'apollonext', 'sahwaat', 'vivarevolt', 'al', 'isi', 'think', 'isnt', 'pkk', 'iraq']",124,NEG,0.9706593751907349
4774,War BreakingNews,warrnews,we provide fresh news from every battlefield,world,7071,6458,2/18/2016 19:20,Reports that more than 80 Civilians killed yesterday by an #US Airstrike near #Hassakah #Syria.,"['', 'airstrike', 'near', 'killed', 'civilian', 'report', 'yesterday']",95,NEG,0.9495407938957214
4778,War BreakingNews,warrnews,we provide fresh news from every battlefield,world,7071,6458,2/18/2016 19:33,"#Breaking
#ISIS claims: Repelled Rebels Attack and Killed 10 in #Qalamoon.","['', 'rebel', 'repelled', 'killed', 'attack', 'claim']",74,NEG,0.5814485549926758
4779,War BreakingNews,warrnews,we provide fresh news from every battlefield,world,7071,6458,2/18/2016 19:41,"breaking 

100 #ypg #SDF militant killed in aleppo #turkish shelling","['', 'killed', 'shelling', 'breaking', 'militant', 'aleppo']",68,NEG,0.9611822962760925
4782,War BreakingNews,warrnews,we provide fresh news from every battlefield,world,7071,6458,2/18/2016 20:15,Unconfirmed Reports that +100 #SDF militants killed due #Turkish army Artillery shelling in northern #Aleppo so far.,"['', 'far', 'due', 'killed', 'shelling', 'northern', 'militant', 'report', 'artillery', 'army', 'unconfirmed']",116,NEG,0.8801298141479492
4784,War BreakingNews,warrnews,we provide fresh news from every battlefield,world,7071,6458,2/18/2016 20:43,"RT @Nidalgazaui: UNBELIEVABLE PHOTO:

Dirty Cannibal US-Backed Shiite Militants eats the head of an inconnect Sunni Civilian in #Iraq https…","['', 'nidalgazaui', 'sunni', 'inconnect', 'civilian', 'shiite', 'head', 'cannibal', 'usbacked', 'militant', 'photodirty', 'unbelievable', 'eats']",140,NEG,0.9791309237480164
4786,Rami,RamiAlLolah,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",Read my blog,29817,16994,2/18/2016 20:44,Huge angry crowds in-front of #Cairo Security Directorate after a police officer killed a Taxi driver.. #Egypt https://t.co/mCYkOzUsxD,"['infront', 'police', 'officer', 'driver', '', 'huge', 'killed', 'crowd', 'taxi', 'directorate', 'angry', 'security']",134,NEG,0.9701725840568542
4788,War BreakingNews,warrnews,we provide fresh news from every battlefield,world,7071,6458,2/18/2016 20:45,RT @iyad_elbaghdadi: Reports that civilians in Cairo have lynched two police officers after one of the officers killed a cab driver. https:…,"['officer', 'police', 'driver', 'lynched', 'iyadelbaghdadi', 'killed', 'cab', 'civilian', 'two', 'cairo', 'report', 'one']",140,NEG,0.9667393565177917
4789,War BreakingNews,warrnews,we provide fresh news from every battlefield,world,7071,6458,2/18/2016 20:45,RT @RamiAlLolah: Huge angry crowds in-front of #Cairo Security Directorate after a police officer killed a Taxi driver.. #Egypt https://t.c…,"['infront', 'police', 'officer', 'driver', '', 'huge', 'killed', 'crowd', 'taxi', 'ramiallolah', 'directorate', 'angry', 'security']",140,NEG,0.9704129695892334
4790,Rami,RamiAlLolah,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",Read my blog,29817,16994,2/18/2016 20:49,Huge angry crowds gathering &amp; shouting: 'You son of dirty women' in-front of #Cairo Security Directorate now #Egypt https://t.co/QmHxNFxh6K,"['infront', 'woman', '', 'shouting', 'gathering', 'huge', 'amp', 'crowd', 'son', 'dirty', 'directorate', 'angry', 'security']",143,NEG,0.9291926622390747
4791,Rami,RamiAlLolah,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",Read my blog,29817,16994,2/18/2016 20:52,Escalating! #BreakingNews Special Security Forces surround #Cairo Security Directorate after huge crowds threatened to storm it.. #Egypt,"['', 'huge', 'directorate', 'crowd', 'threatened', 'special', 'storm', 'escalating', 'force', 'surround', 'security']",136,NEG,0.9207944869995117
4792,Rami,RamiAlLolah,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",Read my blog,29817,16994,2/18/2016 20:58,#BreakingNews Angry protesters cut roads to #Cairo Security Directorate. Tens reportedly joining the protests #Egypt https://t.co/fJuV50TU7J,"['', 'ten', 'reportedly', 'protest', 'protester', 'cut', 'directorate', 'joining', 'angry', 'security', 'road']",140,NEG,0.6869432330131531
4793,Rami,RamiAlLolah,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",Read my blog,29817,16994,2/18/2016 21:04,#BreakingNews #YPG terror group is shelling refugees camps in #Atme border town with #Turkey. Casualties unknown yet.. #Syria,"['refugee', 'group', '', 'border', 'town', 'terror', 'shelling', 'camp', 'unknown', 'yet', 'casualty']",125,NEG,0.6735226511955261
4804,Rami,RamiAlLolah,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",Read my blog,29817,16994,2/18/2016 21:45,#BreakingNews Security forces fire rubber bullets and gas bombs on huge angry crowds surrounding #Cairo Security Directorate.. #Egypt,"['', 'gas', 'huge', 'surrounding', 'crowd', 'bomb', 'rubber', 'fire', 'directorate', 'force', 'angry', 'bullet', 'security']",133,NEG,0.9088538885116577
4805,Rami,RamiAlLolah,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",Read my blog,29817,16994,2/18/2016 21:51,HUGE! #BreakingNews 100s of angry protesters flocking into #Cairo Security Directory. Reports of injuries.. #Egypt https://t.co/geRkHd4Qq0,"['', 'directory', 'huge', 'protester', 'report', 'flocking', 'injury', 'angry', 'security']",138,NEG,0.9376388788223267
4815,راعي البقر جوز الهند,Uncle_SamCoco,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA",United States,1376,2852,2/18/2016 22:55,"""Egypt to shut prominent centre that documents torture""

https://t.co/nRgikIzNN0","['prominent', 'torture', 'document', 'egypt', 'shut', 'centre']",80,NEG,0.7553015351295471
4822,راعي البقر جوز الهند,Uncle_SamCoco,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA",United States,1376,2852,2/18/2016 23:34,@SputnikInt what about sunni syrian people burned alive by Russian Air Force ?,"['russian', 'sunni', 'syrian', 'air', 'force', 'people', 'burned', 'alive', 'sputnikint']",78,NEG,0.974493682384491
4823,راعي البقر جوز الهند,Uncle_SamCoco,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA",United States,1376,2852,2/18/2016 23:41,RT @intifada: Bombs and blockade make Gaza’s floods worse https://t.co/LZFQiwX6nA https://t.co/5zylzMGOA4,"['worse', 'gaza', 'blockade', 'bomb', 'flood', 'make', 'intifada']",105,NEG,0.9734126329421997
4831,Ibni Haneefah,_IshfaqAhmad,Medico at GMC Srinagar • Pro-Khilafah • Anti-Democratic • Anti-Nationalistic • Anti-Rafidah • Innocent Bystander of the Conflict in Middle East • Cricketist •,اُمتِ مُسلمہ ولایت کشمیر,1412,12541,2/19/2016 3:00,RT @MiddleEastEye: Muslim man referred for psychiatric assessment because he said news frm Syria made him angry https://t.co/wyIctNNJuy htt…,"['news', 'referred', 'said', 'psychiatric', 'assessment', 'made', 'middleeasteye', 'man', 'syria', 'frm', 'htt', 'muslim', 'angry']",140,NEG,0.7754822373390198
4833,War BreakingNews,warrnews,we provide fresh news from every battlefield,world,7071,6458,2/19/2016 7:49,"RT @ShamiRebel: No these are not the Aztec Cannibals, these are sectarian Shia militants eating a Sunni after torturing &amp; beheading: https:…","['aztec', 'sunni', 'amp', 'beheading', 'shia', 'sectarian', 'cannibal', 'eating', 'militant', 'shamirebel', 'torturing']",144,NEG,0.9765650629997253
4844,راعي البقر جوز الهند,Uncle_SamCoco,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA",United States,1376,2852,2/19/2016 9:53,"RT @Charles_Lister: ""US policy of making PYD/PKK as its sole proxy in #Syria was deeply mistaken”

@KyleWOrton: https://t.co/0kzCGGmsGp htt…","['', 'policy', 'charleslister', 'deeply', 'sole', 'making', 'proxy', 'mistakenkyleworton', 'pydpkk', 'htt', 'u']",140,NEG,0.8570560812950134
4846,راعي البقر جوز الهند,Uncle_SamCoco,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA",United States,1376,2852,2/19/2016 10:21,"#LT ""The whole world are terrorists against the Syrians"" 

https://t.co/mDcyklwars","['', 'syrian', 'whole', 'world', 'terrorist']",82,NEG,0.9788088202476501
4847,War BreakingNews,warrnews,we provide fresh news from every battlefield,world,7071,6458,2/19/2016 10:34,@DrPartizan_ propaganda,"['propaganda', 'drpartizan']",23,NEG,0.5114713311195374
4853,راعي البقر جوز الهند,Uncle_SamCoco,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA",United States,1376,2852,2/19/2016 10:57,RT @AFP: #BREAKING About 40 dead in air raid targeting jihadists near Libya capital: officials,"['', 'official', 'near', 'targeting', 'afp', 'air', 'libya', 'raid', 'capital', 'jihadist', 'dead']",94,NEG,0.9215786457061768
4856,War BreakingNews,warrnews,we provide fresh news from every battlefield,world,7071,6458,2/19/2016 11:25,"#FACT
#ISIS has killed more pkk/ypg in two year than #turkey its 40 years war against them","['', 'war', 'killed', 'year', 'two', 'pkkypg']",90,NEG,0.944443941116333
4859,راعي البقر جوز الهند,Uncle_SamCoco,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA",United States,1376,2852,2/19/2016 11:34,@whoamidude hearsy can be insult or insulting towards someone or something,"['insult', 'whoamidude', 'insulting', 'something', 'towards', 'someone', 'hearsy']",74,NEG,0.9485436677932739
4863,راعي البقر جوز الهند,Uncle_SamCoco,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA",United States,1376,2852,2/19/2016 11:41,"RT @KreaseChan: He is. More hospitals, medics &amp; patients targeted - all enabled by...Russia.  https://t.co/8G4T4PUpbe","['byrussia', 'medic', 'amp', 'kreasechan', 'enabled', 'patient', 'hospital', 'targeted']",121,NEG,0.8509311079978943
4865,hafnium fulaani,Fidaee_Fulaani,Your friendly brother from Mars. Observing the world since 2001. 28th account,"28th Street, Qamar Precint",479,807,2/19/2016 12:16,Kuffar/Tawagheet attacking Muslims in their bombardment in #arRutbah https://t.co/G7uNLsS1Ne,"['', 'kuffartawagheet', 'attacking', 'muslim', 'bombardment']",92,NEG,0.7679026126861572
4866,hafnium fulaani,Fidaee_Fulaani,Your friendly brother from Mars. Observing the world since 2001. 28th account,"28th Street, Qamar Precint",479,807,2/19/2016 12:19,"seems Kuffar using ""double tap"" in their airstrikes targeting innocent Muslims","['tap', 'targeting', 'seems', 'airstrikes', 'innocent', 'kuffar', 'using', 'muslim', 'double']",78,NEG,0.7948920726776123
4874,Rain Qattal,1515Ummah,"21:15 For they fled from the Swords, from the drawn Sword and from the bent Bow and from the grievousness of War #VictoryOrShahadat #FreeKashmir #FreePalestina","Punch, Jammu And Kashmir",214,169,2/19/2016 13:30,Sahawat Scum never learn may Dawlah kill them all #ISIS  https://t.co/VkQVjxbPxt,"['kill', '', 'sahawat', 'never', 'may', 'dawlah', 'scum', 'learn']",80,NEG,0.9804523587226868
4875,Rain Qattal,1515Ummah,"21:15 For they fled from the Swords, from the drawn Sword and from the bent Bow and from the grievousness of War #VictoryOrShahadat #FreeKashmir #FreePalestina","Punch, Jammu And Kashmir",214,169,2/19/2016 13:31,ALLAHU AKBAR Rafidah Scum sent directly to Hell #ISIS https://t.co/oMxJftkGz9,"['', 'sent', 'allahu', 'hell', 'akbar', 'rafidah', 'directly', 'scum']",77,NEG,0.9809672236442566
4876,hafnium fulaani,Fidaee_Fulaani,Your friendly brother from Mars. Observing the world since 2001. 28th account,"28th Street, Qamar Precint",479,807,2/19/2016 13:38,"Donald ""Douchebag"" Trump bragged like he's the best president ever - although not sitting in the Oval Office yet.  https://t.co/Y4uTZZIihu","['office', 'ever', 'he', 'oval', 'president', 'best', 'donald', 'although', 'sitting', 'yet', 'trump', 'bragged', 'douchebag', 'like']",138,NEG,0.6026800274848938
4880,Rami,RamiAlLolah,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",Read my blog,29817,16994,2/19/2016 14:39,#USA war criminals bombed rescue teams while extracting children killed after bombing their house in #Rutbah #Iraq https://t.co/vvbpvw8h3v,"['', 'bombing', 'war', 'team', 'killed', 'child', 'rescue', 'house', 'extracting', 'criminal', 'bombed']",138,NEG,0.9686809778213501
4882,Ibni Haneefah,_IshfaqAhmad,Medico at GMC Srinagar • Pro-Khilafah • Anti-Democratic • Anti-Nationalistic • Anti-Rafidah • Innocent Bystander of the Conflict in Middle East • Cricketist •,اُمتِ مُسلمہ ولایت کشمیر,1412,12541,2/19/2016 14:40,RT @RamiAlLolah: #USA war criminals bombed rescue teams while extracting children killed after bombing their house in #Rutbah #Iraq https:/…,"['', 'bombing', 'war', 'team', 'killed', 'child', 'rescue', 'house', 'extracting', 'criminal', 'ramiallolah', 'bombed']",140,NEG,0.9706929326057434
4885,٩ Flames of Haqq,Witness_alHaqq,,,605,115,2/19/2016 14:42,"Enjoining Good &amp; Forbidding Evil

By Sheikh Musa Cerantonio (hafidhahullah)
https://t.co/rfQmKfZgbF","['enjoining', 'cerantonio', 'musa', 'amp', 'hafidhahullah', 'sheikh', 'evilby', 'forbidding', 'good']",103,NEG,0.7334674596786499
4887,Rami,RamiAlLolah,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",Read my blog,29817,16994,2/19/2016 14:50,Graphic! As if they had not kill enough 2M #Iraq|is; #USA war criminals are back to kill more. #Rutbah massacre.. https://t.co/0cXTTJyWC0,"['kill', '', 'war', 'enough', 'back', 'graphic', 'criminal', 'massacre']",137,NEG,0.9702624678611755
4888,٩ Flames of Haqq,Witness_alHaqq,,,605,115,2/19/2016 14:52,"RT @AbuMaryam_16: The Tragedy that still haunts us today .Revenge will be served even if it takes a while

https://t.co/3fYnLWvLQf

#Muslim…","['haunt', 'served', 'still', 'abumaryam', 'take', 'revenge', 'even', 'today', 'u', 'tragedy']",140,NEG,0.961724579334259
4889,Rami,RamiAlLolah,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",Read my blog,29817,16994,2/19/2016 14:56,#Turkey backed Jihadists in #Aleppo (may the Lord bless them) sent two #YPG dogs to the deepest spot in Hell #Syria https://t.co/bZM8lCb7Ma,"['', 'sent', 'hell', 'two', 'lord', 'dog', 'jihadist', 'may', 'spot', 'backed', 'bless', 'deepest']",139,NEG,0.9553443193435669
4890,Rami,RamiAlLolah,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",Read my blog,29817,16994,2/19/2016 15:02,.@DrPartizan_ Biji Turkey backed Jihadists.. Biji Erdogan..,"['erdogan', 'drpartizan', 'biji', 'turkey', 'jihadist', 'backed']",59,NEG,0.9478245973587036
4892,Rami,RamiAlLolah,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",Read my blog,29817,16994,2/19/2016 15:11,Appetence of murder. #USA war criminals killed 9 (mostly women) in bombing their car while fleeing #Shaddadi #Syria https://t.co/4TcNGQiass,"['', 'woman', 'bombing', 'war', 'appetence', 'killed', 'car', 'criminal', 'mostly', 'murder', 'fleeing']",139,NEG,0.9743043184280396
4894,Rami,RamiAlLolah,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",Read my blog,29817,16994,2/19/2016 15:20,@Dartanveerahmad Because they are the only motherfuckers son of whores assholes flying over there right now.. @VasquezMusic,"['right', 'motherfucker', 'son', 'vasquezmusic', 'whore', 'dartanveerahmad', 'flying', 'asshole']",123,NEG,0.9812977313995361
4896,Rain Qattal,1515Ummah,"21:15 For they fled from the Swords, from the drawn Sword and from the bent Bow and from the grievousness of War #VictoryOrShahadat #FreeKashmir #FreePalestina","Punch, Jammu And Kashmir",214,169,2/19/2016 15:26,Misleading scholars worse then the Dajjal #Ummah #ISIS https://t.co/jsfub5RUte,"['', 'worse', 'scholar', 'dajjal', 'misleading']",78,NEG,0.9727280139923096
4898,Rami,RamiAlLolah,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",Read my blog,29817,16994,2/19/2016 15:35,#Russia seeks a UNSC resolution threatens #Turkey (or #Saudi) with consequences per Chapter 7 if they invaded north #Syria..,"['', 'consequence', 'threatens', 'seek', 'per', 'chapter', 'invaded', 'unsc', 'resolution', 'north']",124,NEG,0.8249836564064026
4899,Rami,RamiAlLolah,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",Read my blog,29817,16994,2/19/2016 15:43,@GrayB88 Fuck both of USA and Russia.. Happy? @Dartanveerahmad @VasquezMusic,"['grayb', 'happy', 'russia', 'usa', 'vasquezmusic', 'dartanveerahmad', 'fuck']",76,NEG,0.4772183895111084
4900,Rain Qattal,1515Ummah,"21:15 For they fled from the Swords, from the drawn Sword and from the bent Bow and from the grievousness of War #VictoryOrShahadat #FreeKashmir #FreePalestina","Punch, Jammu And Kashmir",214,169,2/19/2016 15:47,Spending millions to achieve nothing the kuffar losers really are pathetic &amp;the #ISIS will remain &amp; expand biiznilah https://t.co/EWevrLL8PH,"['expand', '', 'million', 'amp', 'pathetic', 'remain', 'spending', 'achieve', 'kuffar', 'really', 'biiznilah', 'nothing', 'loser', 'ampthe']",148,NEG,0.9743140339851379
4901,Rain Qattal,1515Ummah,"21:15 For they fled from the Swords, from the drawn Sword and from the bent Bow and from the grievousness of War #VictoryOrShahadat #FreeKashmir #FreePalestina","Punch, Jammu And Kashmir",214,169,2/19/2016 16:04,"RT @ShamiRebel: Beyond repulsive, #Hamas is basically a disposable prostitute for its pimp #Iran

NO justification for such acts!  https://…","['', 'repulsive', 'disposable', 'beyond', 'act', 'pimp', 'prostitute', 'justification', 'basically', 'shamirebel']",140,NEG,0.9742380976676941
4903,Rain Qattal,1515Ummah,"21:15 For they fled from the Swords, from the drawn Sword and from the bent Bow and from the grievousness of War #VictoryOrShahadat #FreeKashmir #FreePalestina","Punch, Jammu And Kashmir",214,169,2/19/2016 16:06,RT @RamiAlLolah: Appetence of murder. #USA war criminals killed 9 (mostly women) in bombing their car while fleeing #Shaddadi #Syria https:…,"['', 'woman', 'bombing', 'war', 'appetence', 'killed', 'car', 'criminal', 'ramiallolah', 'mostly', 'murder', 'fleeing']",140,NEG,0.975786030292511
4904,Rami,RamiAlLolah,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",Read my blog,29817,16994,2/19/2016 16:18,"@VasquezMusic Just when the USA is the filth criminal everything posted is 'propaganda', 'can't be verified', 'unconfirmed' or 'rumors'..","['rumor', 'usa', 'everything', 'vasquezmusic', 'criminal', 'propaganda', 'filth', 'posted', 'verified', 'cant', 'unconfirmed']",137,NEG,0.9158012866973877
4905,راعي البقر جوز الهند,Uncle_SamCoco,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA",United States,1376,2852,2/19/2016 16:20,"Question for my followers : Abou Yadh ( leader of Ansar Shariah in Tunisia ) was killed in Libya in June 2015 , truth or false ?","['ansar', 'truth', 'yadh', 'killed', 'june', 'libya', 'follower', 'abou', 'false', 'tunisia', 'question', 'leader', 'shariah']",128,NEG,0.943444013595581
